key,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
API,70,97,101,58,60,65,119,82,62,111
API,82,101,97,72,81,70,91,124,68,92
API,86,81,136,67,81,57,79,97,74,81
API,71,70,129,60,97,53,96,86,92,70
API,63,73,102,49,94,61,110,54,136,70
API,42,63,87,68,70,73,88,73,107,91
API,68,75,119,73,57,54,75,76,104,64
API,91,73,95,82,57,69,72,69,98,55
API,74,100,127,39,51,64,70,67,92,62
API,81,102,137,88,58,52,63,65,73,69
API,62,74,142,72,67,69,63,93,60,72
API,61,72,130,67,65,60,58,65,59,80
API,75,78,134,59,77,61,78,67,55,64
API,74,85,141,62,85,49,76,62,58,80
API,87,96,123,71,86,72,60,63,68,60
API,84,70,129,77,74,66,70,59,66,83
API,70,69,103,72,73,80,62,72,71,65
API,67,62,100,71,64,61,52,80,81,86
API,71,85,104,87,67,75,54,103,72,88
API,72,77,100,150,78,69,66,104,71,69
API,84,66,87,139,91,75,63,52,69,78
API,82,79,120,116,92,75,66,66,70,88
API,72,86,141,99,77,68,95,104,58,90
API,69,69,115,87,93,91,120,77,62,83
API,65,75,83,80,91,85,84,75,60,90
API,75,78,100,79,90,83,76,56,122,92
API,68,64,116,78,65,77,74,68,114,86
API,81,77,121,81,84,69,74,78,86,87
API,79,65,127,70,95,61,76,94,116,107
API,64,52,101,74,92,85,79,73,88,99
API,58,83,85,85,78,52,57,71,83,63
API,57,112,84,76,82,52,52,84,47,77
API,67,65,77,87,88,49,47,103,70,85
API,81,75,78,74,79,61,68,218,84,107
API,86,100,74,60,77,88,79,79,74,96
API,87,89,71,65,57,77,88,66,59,93
API,126,75,76,55,70,157,68,60,94,60
API,70,58,93,67,84,98,66,62,89,87
API,63,56,100,155,90,80,99,91,63,64
API,66,53,98,131,80,57,148,73,60,60
API,69,73,111,124,63,66,91,91,66,100
API,85,82,113,119,62,91,65,108,67,83
API,72,82,87,86,59,63,58,60,70,61
API,66,73,69,83,58,71,56,78,62,76
API,66,83,92,72,84,75,64,70,69,61
API,66,76,129,73,93,65,64,77,121,70
API,61,87,86,66,70,72,70,69,89,56
API,63,64,76,80,87,83,60,58,72,102
API,67,75,52,102,91,92,62,65,73,47
API,54,102,73,86,63,78,85,70,79,46
API,54,94,75,56,77,65,81,74,66,47
API,57,87,63,55,77,80,76,70,50,53
API,61,85,72,66,67,68,75,61,79,104
API,74,79,60,85,66,77,73,63,93,52
API,75,80,65,79,74,67,56,73,77,58
API,82,71,59,75,80,60,77,69,80,57
API,69,65,55,74,84,89,76,74,66,69
API,75,78,52,71,80,79,74,74,69,55
API,84,55,64,73,75,83,66,76,85,50
API,77,78,58,60,71,51,52,64,97,39
API,77,70,46,45,64,53,48,66,70,34
API,61,61,79,58,64,70,53,71,53,32
API,60,76,79,68,76,95,78,66,36,50
API,74,79,69,81,66,93,96,75,55,56
API,72,56,52,79,63,83,70,56,42,70
API,98,55,64,74,69,65,47,63,39,76
API,94,57,66,69,88,68,59,73,58,63
API,72,71,56,71,84,68,62,67,53,61
API,52,75,77,80,75,69,73,61,57,59
API,59,52,86,58,83,56,63,51,59,55
API,72,61,72,69,90,63,65,85,56,57
API,58,54,39,92,77,62,79,54,60,60
API,68,36,60,75,64,51,85,47,65,54
API,84,53,52,102,51,52,56,58,82,59
API,77,63,44,80,94,59,65,73,110,78
API,56,55,72,91,77,68,56,71,76,82
API,49,78,79,64,86,58,65,65,67,120
API,44,87,77,81,58,68,77,52,73,98
API,39,42,96,82,43,72,79,60,81,98
API,61,64,82,85,58,68,70,72,102,62
API,64,59,52,95,58,64,73,41,94,60
API,83,55,44,102,72,68,77,36,43,55
API,95,51,40,115,60,63,86,61,58,66
API,86,78,73,99,51,63,86,68,57,59
API,83,79,71,94,62,64,65,79,67,56
API,38,80,51,92,79,67,58,72,66,58
API,37,74,59,72,92,64,78,53,88,53
API,30,76,59,65,94,75,97,50,73,54
API,55,90,24,82,92,86,114,58,90,36
API,60,74,44,65,93,82,78,84,69,53
API,74,90,44,83,132,96,99,53,52,52
API,82,55,31,101,96,84,110,77,73,36
API,74,43,54,75,89,57,83,73,50,34
API,60,52,34,65,102,40,85,70,98,51
API,51,66,45,47,138,49,66,48,98,54
API,57,65,56,57,97,77,87,60,23,60
API,59,50,55,68,129,139,78,64,35,65
API,65,58,55,73,92,121,76,76,60,58
API,54,63,59,90,71,135,56,76,72,55
API,69,99,54,90,95,95,62,81,58,52
API,61,86,69,108,83,212,60,75,61,58
API,40,84,70,104,71,41,67,108,71,52
API,53,68,69,91,84,45,45,124,70,61
API,64,105,58,74,71,42,62,112,90,63
API,64,79,28,67,76,58,69,79,80,65
API,68,75,31,63,83,41,112,93,81,57
API,75,64,35,54,69,70,123,59,54,53
API,85,87,47,74,73,60,122,93,61,54
API,94,97,56,82,113,88,114,73,43,62
API,52,65,51,86,123,56,96,83,71,65
API,54,72,55,63,83,54,51,85,74,86
API,61,67,68,80,103,39,64,76,58,64
API,60,93,95,80,105,54,78,81,82,57
API,58,111,89,85,98,50,112,74,70,102
API,61,84,85,95,66,45,98,77,75,58
API,73,35,68,92,70,59,76,90,49,55
API,113,46,72,82,124,72,80,96,59,52
API,105,57,53,72,102,58,79,58,72,52
API,115,69,59,69,105,54,106,64,64,51
API,106,94,84,75,84,62,117,83,63,53
API,97,89,103,99,79,61,94,77,78,55
API,75,119,102,89,77,57,77,63,63,53
API,39,99,101,134,94,73,70,83,75,52
API,29,75,92,110,90,54,111,72,75,54
API,44,94,78,58,91,76,183,108,81,55
API,48,72,67,59,63,87,72,99,97,56
API,55,68,77,77,49,100,114,94,95,60
API,81,71,63,98,73,89,56,113,100,38
API,54,116,83,95,86,82,55,91,65,43
API,52,88,50,98,62,80,59,103,40,55
API,57,88,59,90,76,81,60,136,44,57
API,68,89,68,93,60,56,60,93,67,63
API,94,118,87,83,89,57,73,87,63,65
API,122,94,85,93,75,58,67,115,62,62
API,99,81,66,82,78,74,106,84,75,59
API,71,80,57,71,139,71,88,54,80,55
API,76,80,64,72,111,57,74,40,61,83
API,65,85,79,110,94,84,93,36,72,110
API,81,85,62,118,78,80,76,53,93,68
API,97,108,53,140,82,82,76,88,87,61
API,146,91,51,144,71,77,112,77,76,55
API,122,39,58,106,75,81,120,74,82,72
API,68,34,91,111,98,122,93,118,52,75
API,60,51,161,112,113,223,58,117,51,79
API,84,75,105,106,104,80,62,59,93,73
API,146,75,62,136,92,71,84,54,307,76
API,324,80,72,148,83,96,76,51,86,73
API,93,88,88,86,110,90,97,67,98,71
API,110,90,77,52,72,167,91,129,65,76
API,123,123,80,80,73,80,141,99,62,77
API,97,78,63,92,134,71,186,61,58,86
API,69,91,68,91,92,76,111,93,83,73
API,53,112,67,96,150,68,80,97,74,61
API,79,114,65,118,137,80,74,131,76,64
API,102,85,66,141,97,81,85,149,68,80
API,110,77,55,175,67,90,81,141,67,82
API,117,57,61,135,103,110,87,99,96,84
API,91,80,55,85,51,218,107,138,66,80
API,164,95,65,87,54,184,121,164,62,71
API,157,112,25,87,76,130,209,320,80,90
API,84,69,23,101,56,73,91,152,102,222
API,91,53,47,94,49,69,71,91,125,127
API,104,71,56,113,107,83,68,77,92,131
API,131,104,73,85,87,100,67,73,89,75
API,138,128,72,85,88,90,86,72,155,50
API,142,117,78,91,158,82,70,139,171,78
API,155,140,87,77,86,87,83,161,107,91
API,170,171,94,86,64,97,163,91,100,100
API,125,134,75,58,83,110,113,77,89,176
API,91,88,44,62,100,96,96,90,91,226
API,46,80,61,72,236,106,60,85,78,134
API,48,58,111,89,92,93,75,99,67,66
API,41,68,65,110,61,129,73,95,80,50
API,60,96,70,119,61,169,100,148,87,52
API,77,113,97,139,77,174,148,131,135,76
API,111,89,93,74,67,82,255,86,93,78
API,126,98,72,102,79,89,73,83,65,77
API,132,129,105,103,97,113,151,92,74,83
API,133,142,102,102,100,84,98,95,55,78
API,154,143,107,102,89,103,85,96,60,71
API,84,166,63,106,82,86,79,79,90,67
API,82,173,68,84,61,105,70,91,107,64
API,101,169,79,65,149,60,101,75,90,84
API,117,97,91,89,87,101,102,91,111,100
API,165,112,55,138,160,117,102,98,121,112
API,110,108,58,88,97,304,102,98,133,163
API,86,86,53,75,100,298,104,97,153,86
API,93,129,39,90,148,177,77,148,215,76
API,85,168,52,83,153,58,101,144,68,98
API,83,158,80,83,163,110,102,136,60,79
API,108,94,86,93,200,107,106,109,70,95
API,146,107,88,118,90,138,104,81,85,98
API,108,95,58,115,60,95,106,85,105,79
API,187,132,56,84,87,61,105,90,72,88
API,213,123,60,262,83,54,102,99,113,78
API,145,109,56,109,92,58,102,96,82,95
NO2,0.041,0.080,0.078,0.019,0.027,0.038,0.019,0.033,0.055,0.016
NO2,0.050,0.055,0.074,0.019,0.030,0.036,0.025,0.037,0.053,0.020
NO2,0.039,0.039,0.083,0.021,0.041,0.043,0.028,0.050,0.056,0.023
NO2,0.053,0.033,0.110,0.022,0.042,0.040,0.044,0.050,0.049,0.025
NO2,0.059,0.038,0.127,0.026,0.018,0.055,0.031,0.046,0.036,0.028
NO2,0.058,0.040,0.133,0.024,0.025,0.030,0.042,0.043,0.066,0.018
NO2,0.029,0.043,0.111,0.029,0.029,0.031,0.051,0.046,0.086,0.020
NO2,0.041,0.055,0.045,0.026,0.029,0.029,0.054,0.056,0.092,0.022
NO2,0.047,0.048,0.057,0.027,0.028,0.033,0.056,0.033,0.061,0.019
NO2,0.045,0.078,0.073,0.027,0.059,0.036,0.034,0.028,0.054,0.018
NO2,0.057,0.076,0.051,0.032,0.048,0.033,0.036,0.026,0.052,0.022
NO2,0.071,0.038,0.049,0.031,0.046,0.033,0.034,0.028,0.059,0.021
NO2,0.045,0.039,0.061,0.038,0.032,0.042,0.027,0.036,0.054,0.021
NO2,0.036,0.033,0.060,0.046,0.038,0.036,0.029,0.034,0.047,0.029
NO2,0.024,0.029,0.076,0.035,0.048,0.039,0.038,0.029,0.052,0.018
NO2,0.018,0.027,0.042,0.035,0.046,0.045,0.036,0.042,0.095,0.019
NO2,0.033,0.048,0.045,0.027,0.038,0.048,0.037,0.054,0.055,0.027
NO2,0.041,0.050,0.050,0.030,0.019,0.049,0.040,0.052,0.057,0.027
NO2,0.038,0.066,0.061,0.029,0.022,0.041,0.043,0.033,0.069,0.035
NO2,0.045,0.078,0.069,0.031,0.029,0.041,0.035,0.029,0.059,0.037
NO2,0.025,0.061,0.025,0.032,0.034,0.044,0.028,0.036,0.042,0.029
NO2,0.026,0.078,0.045,0.029,0.038,0.039,0.032,0.025,0.072,0.035
NO2,0.033,0.047,0.037,0.029,0.043,0.037,0.033,0.014,0.068,0.029
NO2,0.045,0.058,0.029,0.029,0.025,0.046,0.031,0.020,0.050,0.021
NO2,0.057,0.077,0.050,0.025,0.030,0.050,0.034,0.021,0.060,0.027
NO2,0.052,0.053,0.057,0.023,0.034,0.034,0.033,0.024,0.069,0.024
NO2,0.038,0.033,0.054,0.039,0.036,0.029,0.038,0.022,0.065,0.033
NO2,0.038,0.027,0.053,0.029,0.044,0.027,0.034,0.016,0.062,0.024
NO2,0.042,0.037,0.067,0.018,0.031,0.021,0.034,0.033,0.050,0.021
NO2,0.047,0.050,0.075,0.018,0.018,0.025,0.032,0.032,0.068,0.019
NO2,0.044,0.055,0.091,0.024,0.020,0.030,0.034,0.042,0.077,0.023
NO2,0.047,0.045,0.093,0.014,0.030,0.024,0.036,0.047,0.057,0.020
NO2,0.060,0.058,0.046,0.021,0.024,0.033,0.040,0.131,0.061,0.021
NO2,0.042,0.049,0.059,0.025,0.013,0.021,0.040,0.036,0.066,0.026
NO2,0.037,0.072,0.053,0.025,0.017,0.035,0.035,0.042,0.063,0.023
NO2,0.048,0.034,0.043,0.019,0.023,0.036,0.037,0.032,0.059,0.024
NO2,0.034,0.034,0.046,0.016,0.019,0.046,0.032,0.044,0.058,0.020
NO2,0.054,0.026,0.054,0.018,0.019,0.044,0.034,0.043,0.061,0.026
NO2,0.025,0.037,0.059,0.019,0.018,0.041,0.033,0.049,0.056,0.029
NO2,0.026,0.049,0.060,0.024,0.017,0.030,0.029,0.033,0.064,0.017
NO2,0.030,0.018,0.049,0.015,0.017,0.028,0.032,0.032,0.058,0.021
NO2,0.031,0.022,0.095,0.017,0.029,0.028,0.032,0.044,0.038,0.019
NO2,0.030,0.030,0.088,0.022,0.031,0.027,0.027,0.043,0.052,0.014
NO2,0.027,0.040,0.062,0.018,0.013,0.042,0.029,0.036,0.069,0.024
NO2,0.031,0.066,0.044,0.018,0.022,0.020,0.033,0.029,0.036,0.019
NO2,0.033,0.070,0.056,0.017,0.034,0.024,0.035,0.023,0.042,0.020
NO2,0.016,0.060,0.061,0.011,0.025,0.026,0.037,0.027,0.030,0.018
NO2,0.031,0.056,0.098,0.014,0.017,0.031,0.036,0.034,0.033,0.022
NO2,0.025,0.065,0.055,0.011,0.016,0.026,0.035,0.032,0.032,0.027
NO2,0.030,0.066,0.091,0.010,0.014,0.030,0.031,0.030,0.029,0.027
NO2,0.022,0.047,0.094,0.013,0.013,0.015,0.037,0.024,0.028,0.030
NO2,0.024,0.036,0.060,0.016,0.013,0.016,0.035,0.021,0.032,0.040
NO2,0.039,0.025,0.035,0.012,0.015,0.019,0.029,0.035,0.036,0.036
NO2,0.037,0.036,0.053,0.019,0.019,0.057,0.032,0.037,0.070,0.023
NO2,0.040,0.050,0.041,0.018,0.020,0.016,0.031,0.041,0.038,0.026
NO2,0.040,0.060,0.049,0.011,0.027,0.020,0.033,0.032,0.036,0.028
NO2,0.050,0.049,0.057,0.013,0.025,0.017,0.034,0.031,0.038,0.030
NO2,0.052,0.043,0.052,0.015,0.031,0.025,0.031,0.036,0.037,0.019
NO2,0.043,0.052,0.041,0.021,0.029,0.035,0.032,0.035,0.041,0.015
NO2,0.038,0.052,0.050,0.021,0.027,0.032,0.029,0.042,0.036,0.021
NO2,0.030,0.063,0.050,0.015,0.028,0.021,0.031,0.035,0.030,0.023
NO2,0.021,0.030,0.058,0.014,0.021,0.026,0.030,0.030,0.031,0.022
NO2,0.044,0.038,0.045,0.011,0.013,0.018,0.032,0.023,0.059,0.017
NO2,0.039,0.045,0.052,0.014,0.020,0.012,0.033,0.029,0.033,0.019
NO2,0.048,0.034,0.044,0.011,0.024,0.014,0.032,0.026,0.054,0.027
NO2,0.046,0.042,0.055,0.014,0.027,0.015,0.031,0.023,0.040,0.023
NO2,0.043,0.061,0.045,0.020,0.041,0.020,0.032,0.022,0.037,0.025
NO2,0.024,0.060,0.049,0.021,0.024,0.013,0.034,0.041,0.028,0.019
NO2,0.032,0.038,0.036,0.027,0.016,0.016,0.037,0.041,0.027,0.013
NO2,0.049,0.025,0.053,0.010,0.023,0.019,0.030,0.039,0.041,0.019
NO2,0.047,0.036,0.039,0.012,0.010,0.021,0.034,0.042,0.046,0.016
NO2,0.081,0.042,0.039,0.014,0.013,0.025,0.036,0.027,0.047,0.016
NO2,0.053,0.056,0.056,0.013,0.019,0.041,0.029,0.023,0.048,0.018
NO2,0.049,0.056,0.040,0.015,0.015,0.038,0.026,0.019,0.032,0.014
NO2,0.036,0.054,0.054,0.028,0.019,0.036,0.029,0.038,0.028,0.017
NO2,0.052,0.050,0.042,0.024,0.015,0.030,0.027,0.020,0.037,0.015
NO2,0.041,0.077,0.042,0.015,0.019,0.028,0.027,0.025,0.028,0.013
NO2,0.027,0.073,0.051,0.017,0.017,0.025,0.030,0.027,0.038,0.021
NO2,0.039,0.033,0.055,0.020,0.012,0.022,0.034,0.036,0.056,0.018
NO2,0.043,0.041,0.074,0.028,0.033,0.015,0.026,0.043,0.039,0.022
NO2,0.029,0.058,0.046,0.021,0.028,0.022,0.014,0.032,0.042,0.017
NO2,0.031,0.059,0.040,0.023,0.023,0.023,0.016,0.029,0.038,0.015
NO2,0.030,0.060,0.051,0.007,0.019,0.025,0.015,0.024,0.039,0.013
NO2,0.022,0.051,0.058,0.011,0.025,0.024,0.019,0.022,0.035,0.012
NO2,0.017,0.033,0.062,0.011,0.022,0.021,0.020,0.020,0.029,0.022
NO2,0.029,0.045,0.036,0.016,0.029,0.031,0.016,0.036,0.037,0.022
NO2,0.026,0.046,0.031,0.016,0.015,0.027,0.017,0.028,0.037,0.019
NO2,0.038,0.029,0.056,0.016,0.016,0.021,0.018,0.030,0.048,0.021
NO2,0.026,0.070,0.042,0.016,0.034,0.026,0.018,0.030,0.027,0.019
NO2,0.025,0.063,0.037,0.015,0.031,0.031,0.023,0.034,0.030,0.020
NO2,0.018,0.036,0.037,0.025,0.023,0.029,0.020,0.023,0.038,0.026
NO2,0.046,0.033,0.049,0.025,0.015,0.018,0.020,0.023,0.021,0.016
NO2,0.037,0.034,0.031,0.022,0.018,0.022,0.016,0.026,0.036,0.020
NO2,0.040,0.039,0.043,0.011,0.019,0.019,0.008,0.025,0.035,0.023
NO2,0.031,0.060,0.027,0.010,0.018,0.017,0.008,0.037,0.032,0.024
NO2,0.017,0.044,0.053,0.010,0.022,0.018,0.006,0.029,0.029,0.013
NO2,0.020,0.044,0.045,0.014,0.017,0.024,0.012,0.024,0.021,0.016
NO2,0.020,0.047,0.041,0.020,0.028,0.022,0.012,0.022,0.013,0.028
NO2,0.030,0.047,0.039,0.014,0.021,0.020,0.009,0.028,0.016,0.014
NO2,0.034,0.043,0.035,0.019,0.026,0.024,0.010,0.019,0.023,0.013
NO2,0.038,0.052,0.071,0.021,0.036,0.035,0.014,0.027,0.029,0.020
NO2,0.022,0.032,0.076,0.015,0.010,0.018,0.010,0.029,0.026,0.013
NO2,0.021,0.061,0.051,0.017,0.010,0.019,0.012,0.028,0.015,0.014
NO2,0.013,0.034,0.054,0.012,0.015,0.023,0.008,0.041,0.016,0.013
NO2,0.032,0.025,0.037,0.021,0.010,0.017,0.007,0.023,0.015,0.019
NO2,0.023,0.026,0.034,0.015,0.014,0.023,0.010,0.031,0.012,0.020
NO2,0.020,0.044,0.040,0.011,0.008,0.023,0.013,0.039,0.027,0.012
NO2,0.028,0.033,0.055,0.027,0.012,0.012,0.010,0.022,0.027,0.009
NO2,0.018,0.040,0.048,0.015,0.011,0.010,0.012,0.032,0.026,0.018
NO2,0.020,0.045,0.055,0.014,0.014,0.016,0.012,0.019,0.026,0.011
NO2,0.018,0.034,0.051,0.011,0.019,0.024,0.013,0.024,0.029,0.013
NO2,0.026,0.026,0.034,0.013,0.016,0.024,0.007,0.027,0.024,0.015
NO2,0.015,0.048,0.047,0.022,0.011,0.024,0.007,0.037,0.021,0.016
NO2,0.017,0.072,0.069,0.012,0.013,0.020,0.010,0.022,0.024,0.018
NO2,0.033,0.046,0.051,0.022,0.020,0.020,0.010,0.024,0.015,0.012
NO2,0.028,0.025,0.054,0.016,0.017,0.023,0.013,0.028,0.016,0.020
NO2,0.040,0.055,0.034,0.015,0.017,0.029,0.016,0.025,0.013,0.015
NO2,0.028,0.033,0.045,0.017,0.022,0.036,0.016,0.030,0.014,0.015
NO2,0.026,0.033,0.034,0.026,0.016,0.017,0.010,0.037,0.015,0.011
NO2,0.030,0.033,0.042,0.022,0.014,0.013,0.010,0.022,0.022,0.015
NO2,0.041,0.027,0.050,0.014,0.017,0.016,0.007,0.022,0.018,0.013
NO2,0.036,0.025,0.073,0.017,0.026,0.012,0.009,0.029,0.013,0.016
NO2,0.051,0.048,0.032,0.009,0.020,0.017,0.010,0.025,0.013,0.015
NO2,0.060,0.048,0.057,0.019,0.012,0.017,0.008,0.023,0.016,0.015
NO2,0.045,0.039,0.043,0.015,0.008,0.014,0.010,0.016,0.014,0.009
NO2,0.031,0.044,0.069,0.012,0.008,0.018,0.006,0.017,0.017,0.012
NO2,0.023,0.034,0.068,0.010,0.023,0.012,0.006,0.019,0.014,0.026
NO2,0.034,0.040,0.052,0.016,0.014,0.017,0.008,0.021,0.019,0.020
NO2,0.043,0.060,0.066,0.017,0.012,0.018,0.013,0.018,0.019,0.018
NO2,0.035,0.046,0.074,0.018,0.010,0.015,0.008,0.020,0.019,0.018
NO2,0.024,0.032,0.069,0.013,0.018,0.014,0.012,0.021,0.016,0.017
NO2,0.020,0.051,0.065,0.023,0.011,0.014,0.008,0.025,0.023,0.017
NO2,0.046,0.046,0.057,0.020,0.010,0.011,0.009,0.037,0.026,0.015
NO2,0.045,0.037,0.070,0.023,0.010,0.014,0.010,0.026,0.024,0.016
